0.076,-3.9954046143671973,0.3423913043478261
0.132,-2.545931351625775,0.08035714285714286
0.202,-2.577021938695806,0.08289473684210527
0.27,-2.642262460564207,0.08848314606741574
0.342,-2.6882475738060303,0.0926470588235294
0.412,-2.7364496756239083,0.09722222222222222
0.48,-2.7741900036067553,0.10096153846153846
0.552,-2.8404393891479556,0.10787671232876712
0.622,-2.8682189532550315,0.11091549295774647
0.69,-2.926206210905381,0.11753731343283581
0.762,-2.972015746936675,0.123046875
0.832,-3.0200249661230356,0.1290983606557377
0.902,-3.0533613863906273,0.13347457627118645
0.97,-3.1055471395611978,0.140625
1.04,-3.160606916744225,0.14858490566037735
1.044,-3.1796551117149194,0.1514423076923077
1.112,-3.2188758248682006,0.1575
1.182,-3.259697819388456,0.16406250000000003
1.25,-3.3242363405260273,0.17500000000000002
1.322,-3.3696987146027846,0.18313953488372092
1.39,-3.493312670569961,0.20723684210526316
1.462,-3.4673371841667002,0.20192307692307693
1.53,-3.547379891840237,0.21875
1.602,-3.6045383056801854,0.23161764705882354
1.668,-3.6651629274966204,0.24609375
1.672,-3.6969116258112007,0.2540322580645161
1.738,-3.6969116258112007,0.2540322580645161
1.742,-3.7297014486341915,0.2625
1.81,-3.6969116258112007,0.2540322580645161
1.882,-3.7986943201211427,0.28125
1.95,-3.872802292274865,0.3028846153846154
1.956,-4.0398563769380305,0.3579545454545454
2.02,-3.835061964292018,0.29166666666666663
2.09,-3.952844999948401,0.32812500000000006
2.162,-3.9954046143671973,0.3423913043478261
2.23,-4.0398563769380305,0.3579545454545454
2.304,-4.086376392572924,0.375
2.368,-4.086376392572924,0.375
2.376,-4.358310108056566,0.4921875
2.438,-4.186459851129906,0.4144736842105263
2.444,-4.186459851129906,0.4144736842105263
2.504,-4.240527072400182,0.4375
2.508,-4.240527072400182,0.4375
2.518,-4.56594947283481,0.6057692307692308
2.582,-4.29768548624013,0.4632352941176471
2.596,-7.1308988302963465,7.875
2.648,-4.358310108056566,0.4921875
2.656,-4.56594947283481,0.6057692307692308
2.718,-4.358310108056566,0.4921875
2.724,-4.358310108056566,0.4921875
2.736,-7.1308988302963465,7.875
2.786,-4.422848629194137,0.525
2.79,-4.422848629194137,0.525
2.802,-5.184988681241033,1.125
2.858,-4.491841500681089,0.5625
2.864,-4.56594947283481,0.6057692307692308
2.924,-4.491841500681089,0.5625
2.93,-4.491841500681089,0.5625
2.934,-4.733003557497976,0.7159090909090908
2.938,-4.933674252960127,0.875
3.004,-4.56594947283481,0.6057692307692308
3.064,-4.56594947283481,0.6057692307692308
3.068,-4.56594947283481,0.6057692307692308
3.078,-4.933674252960127,0.875
3.132,-4.8283137373023015,0.7875
3.144,-4.645992180508347,0.6562500000000001
3.148,-5.051457288616511,0.984375
3.19,-7.1308988302963465,7.875
3.204,-4.645992180508347,0.6562500000000001
3.208,-4.645992180508347,0.6562500000000001
3.216,-5.051457288616511,0.984375
3.264,-5.184988681241033,1.125
3.27,-4.933674252960127,0.875
3.278,-4.733003557497976,0.7159090909090908
3.284,-4.733003557497976,0.7159090909090908
3.342,-4.733003557497976,0.7159090909090908
3.346,-4.733003557497976,0.7159090909090908
3.35,-4.8283137373023015,0.7875
3.356,-5.184988681241033,1.125
3.364,-6.032286541628237,2.6250000000000004
3.412,-5.051457288616511,0.984375
3.418,-4.8283137373023015,0.7875
3.424,-4.8283137373023015,0.7875
3.484,-4.8283137373023015,0.7875
3.49,-4.8283137373023015,0.7875
3.5,-5.521460917862246,1.575
3.544,-5.521460917862246,1.575
3.552,-5.051457288616511,0.984375
3.556,-4.933674252960127,0.875
3.562,-4.8283137373023015,0.7875
3.566,-5.184988681241033,1.125
3.624,-4.933674252960127,0.875
3.628,-5.051457288616511,0.984375
3.632,-5.184988681241033,1.125
3.636,-5.521460917862246,1.575
3.644,-6.437751649736401,3.9375
3.684,-5.521460917862246,1.575
3.698,-5.051457288616511,0.984375
3.704,-5.051457288616511,0.984375
3.752,-6.437751649736401,3.9375
3.764,-4.933674252960127,0.875
3.768,-5.051457288616511,0.984375
3.776,-5.521460917862246,1.575
3.782,-6.032286541628237,2.6250000000000004
3.83,-5.339139361068292,1.3125000000000002
3.84,-5.051457288616511,0.984375
3.844,-5.184988681241033,1.125
3.848,-5.521460917862246,1.575
3.904,-4.933674252960127,0.875
3.91,-5.184988681241033,1.125
3.916,-5.744604469176456,1.96875
3.92,-6.032286541628237,2.6250000000000004
3.964,-5.521460917862246,1.575
3.97,-5.521460917862246,1.575
3.976,-5.184988681241033,1.125
3.982,-5.184988681241033,1.125
3.988,-5.744604469176456,1.96875
4.046,-5.051457288616511,0.984375
4.056,-5.744604469176456,1.96875
4.064,-6.437751649736401,3.9375
4.104,-5.744604469176456,1.96875
4.11,-5.521460917862246,1.575
4.116,-5.184988681241033,1.125
4.124,-5.184988681241033,1.125
4.128,-5.744604469176456,1.96875
4.184,-5.051457288616511,0.984375
4.188,-5.339139361068292,1.3125000000000002
4.192,-5.521460917862246,1.575
4.196,-6.032286541628237,2.6250000000000004
4.202,-6.437751649736401,3.9375
4.26,-5.339139361068292,1.3125000000000002
4.264,-5.339139361068292,1.3125000000000002
4.268,-6.032286541628237,2.6250000000000004
4.308,-7.1308988302963465,7.875
4.324,-5.184988681241033,1.125
4.33,-5.744604469176456,1.96875
4.338,-6.032286541628237,2.6250000000000004
4.344,-7.1308988302963465,7.875
4.39,-5.744604469176456,1.96875
4.396,-5.521460917862246,1.575
4.402,-5.339139361068292,1.3125000000000002
4.412,-7.1308988302963465,7.875
4.464,-5.184988681241033,1.125
4.468,-5.521460917862246,1.575
4.478,-6.032286541628237,2.6250000000000004
4.482,-6.437751649736401,3.9375
4.524,-5.744604469176456,1.96875
4.53,-5.744604469176456,1.96875
4.54,-5.521460917862246,1.575
4.544,-5.521460917862246,1.575
4.548,-6.032286541628237,2.6250000000000004
