,,,0.196,0.0128
,,,0.198,0.0232
,,,0.2,0.0336
,,,0.202,0.0424
,,,0.204,0.0504
,,,0.206,0.0576
,,,0.208,0.0632
,,,0.21,0.0656
,,,0.212,0.0696
,,,0.214,0.0712
,,,0.216,0.0696
,,,0.218,0.0656
,,,0.22,0.0584
,,,0.222,0.0512
,,,0.224,0.04
,,,0.226,0.0272
,,,0.228,0.0136
,,,0.23,0
,,,0.232,-0.0144
,,,0.234,-0.028
,,,0.236,-0.0416
,,,0.238,-0.0544
,,,0.24,-0.0632
,,,0.242,-0.0712
,,,0.244,-0.076
,,,0.246,-0.0768
,,,0.248,-0.0752
,,,0.25,-0.0712
,,,0.252,-0.064
,,,0.254,-0.056
,,,0.256,-0.0456
,,,0.258,-0.0352
,,,0.26,-0.0232
,,,0.262,-0.0128
,,,0.264,0
,,,0.266,0.0104
,,,0.268,0.0224
,,,0.27,0.0328
,,,0.272,0.0416
,,,0.274,0.0512
,,,0.276,0.0576
,,,0.278,0.0624
,,,0.28,0.0664
,,,0.282,0.0688
,,,0.284,0.0696
,,,0.286,0.0672
,,,0.288,0.0632
,,,0.29,0.0576
,,,0.292,0.0504
,,,0.294,0.04
,,,0.296,0.028
,,,0.298,0.0144
,,,0.3,0.0008
,,,0.302,-0.0144
,,,0.304,-0.0296
,,,0.306,-0.0424
,,,0.308,-0.0544
,,,0.31,-0.0632
,,,0.312,-0.0696
,,,0.314,-0.0728
,,,0.316,-0.0744
,,,0.318,-0.0736
,,,0.32,-0.0696
,,,0.322,-0.0632
,,,0.324,-0.0552
,,,0.326,-0.0464
,,,0.328,-0.0352
,,,0.33,-0.0232
,,,0.332,-0.012
,,,0.334,0.0008
,,,0.336,0.0104
,,,0.338,0.0224
,,,0.34,0.0328
,,,0.342,0.0424
,,,0.344,0.0496
,,,0.346,0.0552
,,,0.348,0.0616
,,,0.35,0.0656
,,,0.352,0.068
,,,0.354,0.0696
,,,0.356,0.0672
,,,0.358,0.064
,,,0.36,0.0568
,,,0.362,0.0488
,,,0.364,0.0384
,,,0.366,0.0256
,,,0.368,0.0128
,,,0.37,-0.0008
,,,0.372,-0.0152
,,,0.374,-0.028
,,,0.376,-0.0416
,,,0.378,-0.052
,,,0.38,-0.0624
,,,0.382,-0.068
,,,0.384,-0.0736
,,,0.386,-0.0744
