time_s,y,y_error,is_molecular
8.279600000000000364e+03,-2.815674714519267319e-01,5.093029419560031468e-02,1.000000000000000000e+00
8.309680000000000291e+03,-2.911547619307537360e-01,5.122825796093123663e-02,1.000000000000000000e+00
8.339729999999999563e+03,-2.997546536860503097e-01,5.149797570850202927e-02,1.000000000000000000e+00
8.369809999999999491e+03,-3.160815469734787886e-01,5.201646090534978867e-02,1.000000000000000000e+00
8.399950000000000728e+03,-3.271161416971881675e-01,5.237170596393898869e-02,1.000000000000000000e+00
8.429959999999999127e+03,-3.337958214178045058e-01,5.258866238480870703e-02,1.000000000000000000e+00
8.460000000000000000e+03,-3.529675391504102366e-01,5.321947053800170357e-02,1.000000000000000000e+00
8.490040000000000873e+03,-3.609698682216130883e-01,5.348637015781922133e-02,1.000000000000000000e+00
8.520209999999999127e+03,-3.701944940262449357e-01,5.379669852302345484e-02,1.000000000000000000e+00
8.550370000000000800e+03,-3.795050064386325528e-01,5.411283250511545601e-02,1.000000000000000000e+00
8.580450000000000728e+03,-3.960099493374095170e-01,5.468053491827638835e-02,1.000000000000000000e+00
8.610600000000000364e+03,-4.079682383262828727e-01,5.509774436090224964e-02,1.000000000000000000e+00
8.640760000000000218e+03,-4.225095427174228591e-01,5.561184009765029329e-02,1.000000000000000000e+00
