0.357,0.000015,-10.9923,0.00030
0.382,0.000015,-10.2245,0.00014
0.396,0.000015,-9.7891,0.00009
0.406,0.000015,-9.4836,0.00007
0.414,0.000015,-9.2521,0.00005
0.420,0.000015,-9.0634,0.00004
0.425,0.000015,-8.9047,0.00004
0.429,0.000015,-8.7661,0.00003
0.433,0.000015,-8.6458,0.00003
0.436,0.000015,-8.5377,0.00003
0.440,0.000015,-8.4413,0.00002
0.443,0.000015,-8.3503,0.00002
0.446,0.000015,-8.2718,0.00002
0.448,0.000015,-8.1966,0.00002
0.450,0.000015,-8.1261,0.00002
