time_s,pt1_mbar,y,y_error,reynolds,in_laminar_fit
1.937199999999999989e+02,1.065000000000000000e+03,-3.906292330719161043e+00,1.683928138760851234e-01,1.217713397693583843e+01,1.000000000000000000e+00
1.988199999999999932e+02,1.060000000000000000e+03,-4.030646528616747659e+00,1.911400878498997480e-01,1.081056394059702619e+01,1.000000000000000000e+00
2.039300000000000068e+02,1.057000000000000000e+03,-4.113762648079202222e+00,2.080003656448037863e-01,9.493395950416687157e+00,1.000000000000000000e+00
2.090000000000000000e+02,1.053000000000000000e+03,-4.237000862623624187e+00,2.357268696746011860e-01,9.493395950416937623e+00,1.000000000000000000e+00
2.141100000000000136e+02,1.050000000000000000e+03,-4.340915246431450214e+00,2.619136131598200912e-01,8.103954323444966690e+00,1.000000000000000000e+00
2.192100000000000080e+02,1.047000000000000000e+03,-4.457250055911469389e+00,2.946476275813367796e-01,6.744224049326508208e+00,1.000000000000000000e+00
2.243499999999999943e+02,1.045000000000000000e+03,-4.543294782270003829e+00,3.214303604033234563e-01,5.376338122558897759e+00,1.000000000000000000e+00
2.294699999999999989e+02,1.043000000000000000e+03,-4.637637376125592681e+00,3.535699564611560763e-01,5.381552676800290591e+00,1.000000000000000000e+00
2.345999999999999943e+02,1.041000000000000000e+03,-4.742029368705289016e+00,3.928520389141833546e-01,5.376297264268588449e+00,1.000000000000000000e+00
2.397299999999999898e+02,1.039000000000000000e+03,-4.858842942337123993e+00,4.419550425140524319e-01,5.381552676800039237e+00,1.000000000000000000e+00
2.448499999999999943e+02,1.037000000000000000e+03,-4.991403932168368307e+00,5.050879361707134585e-01,4.051038949199239347e+00,0.000000000000000000e+00
2.498899999999999864e+02,1.036000000000000000e+03,-5.065026349566252861e+00,5.439391345198011374e-01,4.084025155748452818e+00,0.000000000000000000e+00
2.549600000000000080e+02,1.034000000000000000e+03,-5.231108616854586835e+00,6.428335378133721578e-01,2.727984525881673949e+00,0.000000000000000000e+00
2.600600000000000023e+02,1.034000000000000000e+03,-5.231108616854586835e+00,6.428335378133721578e-01,2.719940003656048599e+00,0.000000000000000000e+00
2.651399999999999864e+02,1.032000000000000000e+03,-5.430806549594115573e+00,7.856817361192869331e-01,2.714606787962383638e+00,0.000000000000000000e+00
2.702200000000000273e+02,1.032000000000000000e+03,-5.430806549594115573e+00,7.856817361192869331e-01,1.357303393981317496e+00,0.000000000000000000e+00
2.753000000000000114e+02,1.031000000000000000e+03,-5.548102848808667886e+00,8.838901806138146355e-01,2.717286552535530308e+00,0.000000000000000000e+00
2.803700000000000045e+02,1.030000000000000000e+03,-5.681147267963620351e+00,1.010158416387781921e+00,2.711984755046366491e+00,0.000000000000000000e+00
2.854700000000000273e+02,1.029000000000000000e+03,-5.834810737062604780e+00,1.178516339890026687e+00,2.703961271146884116e+00,0.000000000000000000e+00
2.905699999999999932e+02,1.028000000000000000e+03,-6.016644845638280614e+00,1.414217764731071192e+00,2.703961271146633649e+00,0.000000000000000000e+00
2.956700000000000159e+02,1.027000000000000000e+03,-6.239300711012563561e+00,1.767770318135235774e+00,1.351980635573191369e+00,0.000000000000000000e+00
3.007699999999999818e+02,1.027000000000000000e+03,-6.239300711012563561e+00,1.767770318135235774e+00,0.000000000000000000e+00,0.000000000000000000e+00
