2.019	0.0010	0.4305	0.00003
4.011	0.0010	0.4568	0.00003
6.024	0.0010	0.4715	0.00003
8.009	0.0010	0.4817	0.00003
9.999	0.0010	0.4895	0.00003
12.002	0.0010	0.4949	0.00003
14.067	0.0010	0.5002	0.00003
16.001	0.0010	0.5049	0.00003
17.999	0.0010	0.5100	0.00003
20.017	0.0010	0.5139	0.00003
22.015	0.0010	0.5175	0.00003
24.014	0.0010	0.5203	0.00003
26.008	0.0010	0.5230	0.00003
28.050	0.0010	0.5259	0.00003
30.019	0.0010	0.5286	0.00003
