0.284,0.000025,-13.2748,0.00029
0.309,0.000015,-12.5093,0.00014
0.322,0.000015,-12.0787,0.00009
0.331,0.00002,-11.7782,0.00007
0.339,0.00002,-11.5475,0.00005
0.345,0.000015,-11.3590,0.00004
0.351,0.000015,-11.2020,0.00004
0.355,0.00002,-11.0650,0.00003
0.359,0.000015,-10.9447,0.00003
0.363,0.00002,-10.8378,0.00003
