11,	9.4,	2
12,	11.2,	2
13,	17.4,	2
13.5,	23.6,	2
14,	63.4,	2
14.1,	98.4,	2
14.15,	136,	2
14.2,	224,	2
14.21,	228,	2
14.22,	244,	2
14.23,	280,	2
14.24,	290,	2
14.25,	366,	4
14.255,	384,	4
14.26,	396,	4
14.265,	400,	4
14.27,	424,	8
14.275,	428,	4
14.28,	420,	4
14.285,	390,	4
14.29,	382,	2
14.295,	380,	2
14.3,	344,	2
