0.640,	-8.8981,	0.0100
0.660,	-7.9716,	0.0100
0.668,	-7.5432,	0.0100
0.674,	-7.2262,	0.0100
0.679,	-6.9787,	0.0100
0.683,	-6.7847,	0.0100
0.686,	-6.6211,	0.0100
0.689,	-6.4814,	0.0100
0.704,	-6.3600,	0.0100
0.707,	-6.2501,	0.0100
0.709,	-6.1519,	0.0100
0.712,	-6.0610,	0.0100
0.714,	-5.9796,	0.0100
0.716,	-5.9030,	0.0100
0.718,	-5.8332,	0.0100
