0.5968,	-8.87301136,	0.00001
0.6197,	-7.995041945,	0.00001
0.6318,	-7.52947522,	0.00001
0.6401,	-7.214294026,	0.00001
0.6465,	-6.974696685,	0.00001
0.6520,	-6.781122628,	0.00001
0.6563,	-6.619071209,	0.00001
0.6601,	-6.479948287,	0.00001
0.6634,	-6.300133308,	0.00001
0.6664,	-6.248288985,	0.00001
0.6691,	-6.150230528,	0.00001
0.6715,	-6.060450276,	0.00001
0.6738,	-5.978264058,	0.00001
0.6760,	-5.902611534,	0.00001
0.6780,	-5.832036389,	0.00001
